"Step","restful-grass-361 - decoder_loss","restful-grass-361 - decoder_loss__MIN","restful-grass-361 - decoder_loss__MAX","polar-wave-360 - decoder_loss","polar-wave-360 - decoder_loss__MIN","polar-wave-360 - decoder_loss__MAX","fanciful-lion-357 - decoder_loss","fanciful-lion-357 - decoder_loss__MIN","fanciful-lion-357 - decoder_loss__MAX","peachy-lake-322 - decoder_loss","peachy-lake-322 - decoder_loss__MIN","peachy-lake-322 - decoder_loss__MAX","fast-field-321 - decoder_loss","fast-field-321 - decoder_loss__MIN","fast-field-321 - decoder_loss__MAX","proud-plant-319 - decoder_loss","proud-plant-319 - decoder_loss__MIN","proud-plant-319 - decoder_loss__MAX","fresh-totem-319 - decoder_loss","fresh-totem-319 - decoder_loss__MIN","fresh-totem-319 - decoder_loss__MAX","lunar-grass-318 - decoder_loss","lunar-grass-318 - decoder_loss__MIN","lunar-grass-318 - decoder_loss__MAX","graceful-night-317 - decoder_loss","graceful-night-317 - decoder_loss__MIN","graceful-night-317 - decoder_loss__MAX","different-leaf-278 - decoder_loss","different-leaf-278 - decoder_loss__MIN","different-leaf-278 - decoder_loss__MAX"
"386","4.3694748878479","4.3694748878479","4.3694748878479","5.024097442626953","5.024097442626953","5.024097442626953","4.538502216339111","4.538502216339111","4.538502216339111","4.913766860961914","4.913766860961914","4.913766860961914","5.056114673614502","5.056114673614502","5.056114673614502","5.109773635864258","5.109773635864258","5.109773635864258","5.014871597290039","5.014871597290039","5.014871597290039","5.062872886657715","5.062872886657715","5.062872886657715","5.1351447105407715","5.1351447105407715","5.1351447105407715","5.080981254577637","5.080981254577637","5.080981254577637"
"387","4.4117560386657715","4.4117560386657715","4.4117560386657715","5.03965950012207","5.03965950012207","5.03965950012207","4.57658052444458","4.57658052444458","4.57658052444458","4.934326171875","4.934326171875","4.934326171875","5.072770595550537","5.072770595550537","5.072770595550537","5.123600959777832","5.123600959777832","5.123600959777832","5.030852794647217","5.030852794647217","5.030852794647217","5.076618194580078","5.076618194580078","5.076618194580078","5.147408485412598","5.147408485412598","5.147408485412598","5.093897342681885","5.093897342681885","5.093897342681885"
"388","4.309232234954834","4.309232234954834","4.309232234954834","4.985960483551025","4.985960483551025","4.985960483551025","4.484113693237305","4.484113693237305","4.484113693237305","4.870122909545898","4.870122909545898","4.870122909545898","5.024824619293213","5.024824619293213","5.024824619293213","5.081129550933838","5.081129550933838","5.081129550933838","4.976264953613281","4.976264953613281","4.976264953613281","5.026769638061523","5.026769638061523","5.026769638061523","5.107851505279541","5.107851505279541","5.107851505279541","5.045844554901123","5.045844554901123","5.045844554901123"
"389","4.6947808265686035","4.6947808265686035","4.6947808265686035","5.427970886230469","5.427970886230469","5.427970886230469","4.88624382019043","4.88624382019043","4.88624382019043","5.303025245666504","5.303025245666504","5.303025245666504","5.47117280960083","5.47117280960083","5.47117280960083","5.530915260314941","5.530915260314941","5.530915260314941","5.4175190925598145","5.4175190925598145","5.4175190925598145","5.471808910369873","5.471808910369873","5.471808910369873","5.558895111083984","5.558895111083984","5.558895111083984","5.492286205291748","5.492286205291748","5.492286205291748"
"390","4.037569999694824","4.037569999694824","4.037569999694824","4.661679744720459","4.661679744720459","4.661679744720459","4.199284076690674","4.199284076690674","4.199284076690674","4.555511474609375","4.555511474609375","4.555511474609375","4.693900108337402","4.693900108337402","4.693900108337402","4.744779109954834","4.744779109954834","4.744779109954834","4.652803421020508","4.652803421020508","4.652803421020508","4.698976039886475","4.698976039886475","4.698976039886475","4.768627166748047","4.768627166748047","4.768627166748047","4.716389179229736","4.716389179229736","4.716389179229736"
"391","4.24367094039917","4.24367094039917","4.24367094039917","4.8898444175720215","4.8898444175720215","4.8898444175720215","4.410926342010498","4.410926342010498","4.410926342010498","4.780134677886963","4.780134677886963","4.780134677886963","4.923430919647217","4.923430919647217","4.923430919647217","4.976222038269043","4.976222038269043","4.976222038269043","4.880652904510498","4.880652904510498","4.880652904510498","4.9284844398498535","4.9284844398498535","4.9284844398498535","5.000918865203857","5.000918865203857","5.000918865203857","4.9465556144714355","4.9465556144714355","4.9465556144714355"
"392","4.5999298095703125","4.5999298095703125","4.5999298095703125","5.249726295471191","5.249726295471191","5.249726295471191","4.770503044128418","4.770503044128418","4.770503044128418","5.140567302703857","5.140567302703857","5.140567302703857","5.284078121185303","5.284078121185303","5.284078121185303","5.3367719650268555","5.3367719650268555","5.3367719650268555","5.240614891052246","5.240614891052246","5.240614891052246","5.287958145141602","5.287958145141602","5.287958145141602","5.361516952514648","5.361516952514648","5.361516952514648","5.305800914764404","5.305800914764404","5.305800914764404"
"393","4.746637344360352","4.746637344360352","4.746637344360352","5.4467549324035645","5.4467549324035645","5.4467549324035645","4.930772304534912","4.930772304534912","4.930772304534912","5.329075813293457","5.329075813293457","5.329075813293457","5.484953880310059","5.484953880310059","5.484953880310059","5.541637420654297","5.541637420654297","5.541637420654297","5.436923503875732","5.436923503875732","5.436923503875732","5.488049507141113","5.488049507141113","5.488049507141113","5.568217754364014","5.568217754364014","5.568217754364014","5.50734281539917","5.50734281539917","5.50734281539917"
"394","4.780144691467285","4.780144691467285","4.780144691467285","5.508628845214844","5.508628845214844","5.508628845214844","4.969296455383301","4.969296455383301","4.969296455383301","5.386414051055908","5.386414051055908","5.386414051055908","5.545578479766846","5.545578479766846","5.545578479766846","5.604708194732666","5.604708194732666","5.604708194732666","5.498432159423828","5.498432159423828","5.498432159423828","5.551519870758057","5.551519870758057","5.551519870758057","5.632481098175049","5.632481098175049","5.632481098175049","5.571547508239746","5.571547508239746","5.571547508239746"
"395","4.138889312744141","4.138889312744141","4.138889312744141","4.78871488571167","4.78871488571167","4.78871488571167","4.308613300323486","4.308613300323486","4.308613300323486","4.676623821258545","4.676623821258545","4.676623821258545","4.829105377197266","4.829105377197266","4.829105377197266","4.882803440093994","4.882803440093994","4.882803440093994","4.7793450355529785","4.7793450355529785","4.7793450355529785","4.828151702880859","4.828151702880859","4.828151702880859","4.9080986976623535","4.9080986976623535","4.9080986976623535","4.846571445465088","4.846571445465088","4.846571445465088"
"396","5.0073442459106445","5.0073442459106445","5.0073442459106445","5.7801032066345215","5.7801032066345215","5.7801032066345215","5.2096476554870605","5.2096476554870605","5.2096476554870605","5.648194789886475","5.648194789886475","5.648194789886475","5.828064441680908","5.828064441680908","5.828064441680908","5.892139911651611","5.892139911651611","5.892139911651611","5.769082546234131","5.769082546234131","5.769082546234131","5.826456546783447","5.826456546783447","5.826456546783447","5.922382354736328","5.922382354736328","5.922382354736328","5.8480987548828125","5.8480987548828125","5.8480987548828125"
"397","4.018819808959961","4.018819808959961","4.018819808959961","4.663421630859375","4.663421630859375","4.663421630859375","4.18562126159668","4.18562126159668","4.18562126159668","4.554048538208008","4.554048538208008","4.554048538208008","4.6989426612854","4.6989426612854","4.6989426612854","4.75250244140625","4.75250244140625","4.75250244140625","4.654273986816406","4.654273986816406","4.654273986816406","4.701818466186523","4.701818466186523","4.701818466186523","4.777835369110107","4.777835369110107","4.777835369110107","4.719759941101074","4.719759941101074","4.719759941101074"
"398","4.216750621795654","4.216750621795654","4.216750621795654","4.815994739532471","4.815994739532471","4.815994739532471","4.373311996459961","4.373311996459961","4.373311996459961","4.714327812194824","4.714327812194824","4.714327812194824","4.847598552703857","4.847598552703857","4.847598552703857","4.896296977996826","4.896296977996826","4.896296977996826","4.807499885559082","4.807499885559082","4.807499885559082","4.851691722869873","4.851691722869873","4.851691722869873","4.9190993309021","4.9190993309021","4.9190993309021","4.868362903594971","4.868362903594971","4.868362903594971"
"399","3.9838998317718506","3.9838998317718506","3.9838998317718506","4.587345600128174","4.587345600128174","4.587345600128174","4.140963554382324","4.140963554382324","4.140963554382324","4.484426975250244","4.484426975250244","4.484426975250244","4.6212382316589355","4.6212382316589355","4.6212382316589355","4.670926570892334","4.670926570892334","4.670926570892334","4.578729152679443","4.578729152679443","4.578729152679443","4.623591899871826","4.623591899871826","4.623591899871826","4.694383144378662","4.694383144378662","4.694383144378662","4.640536308288574","4.640536308288574","4.640536308288574"
"400","4.409091472625732","4.409091472625732","4.409091472625732","5.068502902984619","5.068502902984619","5.068502902984619","4.580544471740723","4.580544471740723","4.580544471740723","4.958376407623291","4.958376407623291","4.958376407623291","5.099997520446777","5.099997520446777","5.099997520446777","5.153568744659424","5.153568744659424","5.153568744659424","5.059294700622559","5.059294700622559","5.059294700622559","5.107116222381592","5.107116222381592","5.107116222381592","5.178863525390625","5.178863525390625","5.178863525390625","5.125144004821777","5.125144004821777","5.125144004821777"
"401","4.3778557777404785","4.3778557777404785","4.3778557777404785","5.0684919357299805","5.0684919357299805","5.0684919357299805","4.557308197021484","4.557308197021484","4.557308197021484","4.95261287689209","4.95261287689209","4.95261287689209","5.103418350219727","5.103418350219727","5.103418350219727","5.159701824188232","5.159701824188232","5.159701824188232","5.058807373046875","5.058807373046875","5.058807373046875","5.10917854309082","5.10917854309082","5.10917854309082","5.1861958503723145","5.1861958503723145","5.1861958503723145","5.128183841705322","5.128183841705322","5.128183841705322"
"402","4.429959297180176","4.429959297180176","4.429959297180176","5.0770745277404785","5.0770745277404785","5.0770745277404785","4.598879814147949","4.598879814147949","4.598879814147949","4.966155529022217","4.966155529022217","4.966155529022217","5.115169048309326","5.115169048309326","5.115169048309326","5.1682305335998535","5.1682305335998535","5.1682305335998535","5.067790985107422","5.067790985107422","5.067790985107422","5.1160478591918945","5.1160478591918945","5.1160478591918945","5.193197250366211","5.193197250366211","5.193197250366211","5.1342573165893555","5.1342573165893555","5.1342573165893555"
"403","4.197746753692627","4.197746753692627","4.197746753692627","4.845850944519043","4.845850944519043","4.845850944519043","4.367333889007568","4.367333889007568","4.367333889007568","4.733973026275635","4.733973026275635","4.733973026275635","4.887317180633545","4.887317180633545","4.887317180633545","4.94103479385376","4.94103479385376","4.94103479385376","4.836476802825928","4.836476802825928","4.836476802825928","4.885241508483887","4.885241508483887","4.885241508483887","4.966314315795898","4.966314315795898","4.966314315795898","4.903660774230957","4.903660774230957","4.903660774230957"
"404","4.40205192565918","4.40205192565918","4.40205192565918","5.047729969024658","5.047729969024658","5.047729969024658","4.572124481201172","4.572124481201172","4.572124481201172","4.937312126159668","4.937312126159668","4.937312126159668","5.089004993438721","5.089004993438721","5.089004993438721","5.142063140869141","5.142063140869141","5.142063140869141","5.03848934173584","5.03848934173584","5.03848934173584","5.086515426635742","5.086515426635742","5.086515426635742","5.1669535636901855","5.1669535636901855","5.1669535636901855","5.104637622833252","5.104637622833252","5.104637622833252"
"405","4.479336261749268","4.479336261749268","4.479336261749268","5.183133125305176","5.183133125305176","5.183133125305176","4.662878036499023","4.662878036499023","4.662878036499023","5.06380558013916","5.06380558013916","5.06380558013916","5.2217512130737305","5.2217512130737305","5.2217512130737305","5.279546737670898","5.279546737670898","5.279546737670898","5.173158645629883","5.173158645629883","5.173158645629883","5.225109577178955","5.225109577178955","5.225109577178955","5.306743621826172","5.306743621826172","5.306743621826172","5.244712829589844","5.244712829589844","5.244712829589844"
"406","5.516484260559082","5.516484260559082","5.516484260559082","6.262664318084717","6.262664318084717","6.262664318084717","5.714356422424316","5.714356422424316","5.714356422424316","6.1380228996276855","6.1380228996276855","6.1380228996276855","6.304001331329346","6.304001331329346","6.304001331329346","6.364025115966797","6.364025115966797","6.364025115966797","6.252251625061035","6.252251625061035","6.252251625061035","6.306313991546631","6.306313991546631","6.306313991546631","6.392086029052734","6.392086029052734","6.392086029052734","6.326714515686035","6.326714515686035","6.326714515686035"
"407","5.0294575691223145","5.0294575691223145","5.0294575691223145","5.7800469398498535","5.7800469398498535","5.7800469398498535","5.225586414337158","5.225586414337158","5.225586414337158","5.654186725616455","5.654186725616455","5.654186725616455","5.81831169128418","5.81831169128418","5.81831169128418","5.879016876220703","5.879016876220703","5.879016876220703","5.769524097442627","5.769524097442627","5.769524097442627","5.82421875","5.82421875","5.82421875","5.90743350982666","5.90743350982666","5.90743350982666","5.844847202301025","5.844847202301025","5.844847202301025"
"408","4.517645359039307","4.517645359039307","4.517645359039307","5.163398742675781","5.163398742675781","5.163398742675781","4.687497615814209","4.687497615814209","4.687497615814209","5.054502010345459","5.054502010345459","5.054502010345459","5.199382305145264","5.199382305145264","5.199382305145264","5.252218246459961","5.252218246459961","5.252218246459961","5.154301166534424","5.154301166534424","5.154301166534424","5.201662063598633","5.201662063598633","5.201662063598633","5.277140140533447","5.277140140533447","5.277140140533447","5.219539642333984","5.219539642333984","5.219539642333984"
"409","4.3801164627075195","4.3801164627075195","4.3801164627075195","5.071627140045166","5.071627140045166","5.071627140045166","4.5598554611206055","4.5598554611206055","4.5598554611206055","4.954302787780762","4.954302787780762","4.954302787780762","5.110114097595215","5.110114097595215","5.110114097595215","5.16687536239624","5.16687536239624","5.16687536239624","5.061817646026611","5.061817646026611","5.061817646026611","5.112767696380615","5.112767696380615","5.112767696380615","5.19354772567749","5.19354772567749","5.19354772567749","5.131958961486816","5.131958961486816","5.131958961486816"
"410","4.2808122634887695","4.2808122634887695","4.2808122634887695","4.944326400756836","4.944326400756836","4.944326400756836","4.451918125152588","4.451918125152588","4.451918125152588","4.832500457763672","4.832500457763672","4.832500457763672","4.975987434387207","4.975987434387207","4.975987434387207","5.030417442321777","5.030417442321777","5.030417442321777","4.934961795806885","4.934961795806885","4.934961795806885","4.983686923980713","4.983686923980713","4.983686923980713","5.056065559387207","5.056065559387207","5.056065559387207","5.002077102661133","5.002077102661133","5.002077102661133"
"411","4.371723175048828","4.371723175048828","4.371723175048828","5.04823637008667","5.04823637008667","5.04823637008667","4.545528411865234","4.545528411865234","4.545528411865234","4.934764862060547","4.934764862060547","4.934764862060547","5.076110363006592","5.076110363006592","5.076110363006592","5.130734920501709","5.130734920501709","5.130734920501709","5.038748741149902","5.038748741149902","5.038748741149902","5.088124752044678","5.088124752044678","5.088124752044678","5.156290531158447","5.156290531158447","5.156290531158447","5.106752395629883","5.106752395629883","5.106752395629883"
"412","4.416395664215088","4.416395664215088","4.416395664215088","5.0962042808532715","5.0962042808532715","5.0962042808532715","4.592300891876221","4.592300891876221","4.592300891876221","4.981374740600586","4.981374740600586","4.981374740600586","5.1290388107299805","5.1290388107299805","5.1290388107299805","5.184010028839111","5.184010028839111","5.184010028839111","5.0866007804870605","5.0866007804870605","5.0866007804870605","5.1365437507629395","5.1365437507629395","5.1365437507629395","5.2097487449646","5.2097487449646","5.2097487449646","5.15540075302124","5.15540075302124","5.15540075302124"
"413","4.34487247467041","4.34487247467041","4.34487247467041","4.999151706695557","4.999151706695557","4.999151706695557","4.514862537384033","4.514862537384033","4.514862537384033","4.887899398803711","4.887899398803711","4.887899398803711","5.0340681076049805","5.0340681076049805","5.0340681076049805","5.087680816650391","5.087680816650391","5.087680816650391","4.989844799041748","4.989844799041748","4.989844799041748","5.038278102874756","5.038278102874756","5.038278102874756","5.112972259521484","5.112972259521484","5.112972259521484","5.056552410125732","5.056552410125732","5.056552410125732"
"414","4.677364826202393","4.677364826202393","4.677364826202393","5.39091157913208","5.39091157913208","5.39091157913208","4.863718032836914","4.863718032836914","4.863718032836914","5.270431995391846","5.270431995391846","5.270431995391846","5.428151607513428","5.428151607513428","5.428151607513428","5.486136436462402","5.486136436462402","5.486136436462402","5.380842208862305","5.380842208862305","5.380842208862305","5.433100700378418","5.433100700378418","5.433100700378418","5.51333475112915","5.51333475112915","5.51333475112915","5.452785015106201","5.452785015106201","5.452785015106201"
"415","4.925174713134766","4.925174713134766","4.925174713134766","5.615680694580078","5.615680694580078","5.615680694580078","5.107721328735352","5.107721328735352","5.107721328735352","5.4999799728393555","5.4999799728393555","5.4999799728393555","5.653438568115234","5.653438568115234","5.653438568115234","5.709252834320068","5.709252834320068","5.709252834320068","5.605997085571289","5.605997085571289","5.605997085571289","5.656367301940918","5.656367301940918","5.656367301940918","5.735500812530518","5.735500812530518","5.735500812530518","5.6753950119018555","5.6753950119018555","5.6753950119018555"
"416","4.614773273468018","4.614773273468018","4.614773273468018","5.316856384277344","5.316856384277344","5.316856384277344","4.796295642852783","4.796295642852783","4.796295642852783","5.199172019958496","5.199172019958496","5.199172019958496","5.349399089813232","5.349399089813232","5.349399089813232","5.406712055206299","5.406712055206299","5.406712055206299","5.307026386260986","5.307026386260986","5.307026386260986","5.3581695556640625","5.3581695556640625","5.3581695556640625","5.43366003036499","5.43366003036499","5.43366003036499","5.377461910247803","5.377461910247803","5.377461910247803"
"417","4.755152225494385","4.755152225494385","4.755152225494385","5.433377742767334","5.433377742767334","5.433377742767334","4.933980941772461","4.933980941772461","4.933980941772461","5.317489147186279","5.317489147186279","5.317489147186279","5.474620342254639","5.474620342254639","5.474620342254639","5.529786109924316","5.529786109924316","5.529786109924316","5.423678398132324","5.423678398132324","5.423678398132324","5.47412633895874","5.47412633895874","5.47412633895874","5.555618762969971","5.555618762969971","5.555618762969971","5.493171215057373","5.493171215057373","5.493171215057373"
"418","4.400324821472168","4.400324821472168","4.400324821472168","5.05896520614624","5.05896520614624","5.05896520614624","4.573129177093506","4.573129177093506","4.573129177093506","4.94690465927124","4.94690465927124","4.94690465927124","5.097133636474609","5.097133636474609","5.097133636474609","5.151024341583252","5.151024341583252","5.151024341583252","5.049601078033447","5.049601078033447","5.049601078033447","5.098317623138428","5.098317623138428","5.098317623138428","5.176311492919922","5.176311492919922","5.176311492919922","5.116687774658203","5.116687774658203","5.116687774658203"
"419","4.52538537979126","4.52538537979126","4.52538537979126","5.216324329376221","5.216324329376221","5.216324329376221","4.7028374671936035","4.7028374671936035","4.7028374671936035","5.101243019104004","5.101243019104004","5.101243019104004","5.243831157684326","5.243831157684326","5.243831157684326","5.299659252166748","5.299659252166748","5.299659252166748","5.206686973571777","5.206686973571777","5.206686973571777","5.256790637969971","5.256790637969971","5.256790637969971","5.325836658477783","5.325836658477783","5.325836658477783","5.275719165802002","5.275719165802002","5.275719165802002"
"420","4.370840072631836","4.370840072631836","4.370840072631836","5.063228130340576","5.063228130340576","5.063228130340576","4.550412654876709","4.550412654876709","4.550412654876709","4.9452223777771","4.9452223777771","4.9452223777771","5.100329875946045","5.100329875946045","5.100329875946045","5.157147407531738","5.157147407531738","5.157147407531738","5.053349018096924","5.053349018096924","5.053349018096924","5.104669570922852","5.104669570922852","5.104669570922852","5.183822154998779","5.183822154998779","5.183822154998779","5.124032974243164","5.124032974243164","5.124032974243164"
"421","4.407262802124023","4.407262802124023","4.407262802124023","5.067475318908691","5.067475318908691","5.067475318908691","4.579676628112793","4.579676628112793","4.579676628112793","4.954567909240723","4.954567909240723","4.954567909240723","5.105658054351807","5.105658054351807","5.105658054351807","5.159904479980469","5.159904479980469","5.159904479980469","5.058027267456055","5.058027267456055","5.058027267456055","5.1072001457214355","5.1072001457214355","5.1072001457214355","5.18541145324707","5.18541145324707","5.18541145324707","5.1257781982421875","5.1257781982421875","5.1257781982421875"
"422","4.146836757659912","4.146836757659912","4.146836757659912","4.7550554275512695","4.7550554275512695","4.7550554275512695","4.305287837982178","4.305287837982178","4.305287837982178","4.652710437774658","4.652710437774658","4.652710437774658","4.784327507019043","4.784327507019043","4.784327507019043","4.833148002624512","4.833148002624512","4.833148002624512","4.746490955352783","4.746490955352783","4.746490955352783","4.791049003601074","4.791049003601074","4.791049003601074","4.8559041023254395","4.8559041023254395","4.8559041023254395","4.8078813552856445","4.8078813552856445","4.8078813552856445"
"423","4.650731563568115","4.650731563568115","4.650731563568115","5.343539237976074","5.343539237976074","5.343539237976074","4.832820415496826","4.832820415496826","4.832820415496826","5.225932598114014","5.225932598114014","5.225932598114014","5.385799407958984","5.385799407958984","5.385799407958984","5.442220211029053","5.442220211029053","5.442220211029053","5.333697319030762","5.333697319030762","5.333697319030762","5.384888648986816","5.384888648986816","5.384888648986816","5.468652725219727","5.468652725219727","5.468652725219727","5.404216766357422","5.404216766357422","5.404216766357422"
"424","4.417416095733643","4.417416095733643","4.417416095733643","5.098957061767578","5.098957061767578","5.098957061767578","4.594454288482666","4.594454288482666","4.594454288482666","4.983870983123779","4.983870983123779","4.983870983123779","5.134131908416748","5.134131908416748","5.134131908416748","5.190256118774414","5.190256118774414","5.190256118774414","5.089334964752197","5.089334964752197","5.089334964752197","5.139405250549316","5.139405250549316","5.139405250549316","5.216822147369385","5.216822147369385","5.216822147369385","5.158297061920166","5.158297061920166","5.158297061920166"
"425","4.632015228271484","4.632015228271484","4.632015228271484","5.299699306488037","5.299699306488037","5.299699306488037","4.807745456695557","4.807745456695557","4.807745456695557","5.187082290649414","5.187082290649414","5.187082290649414","5.336200714111328","5.336200714111328","5.336200714111328","5.390122890472412","5.390122890472412","5.390122890472412","5.290280818939209","5.290280818939209","5.290280818939209","5.339260578155518","5.339260578155518","5.339260578155518","5.415380954742432","5.415380954742432","5.415380954742432","5.35775899887085","5.35775899887085","5.35775899887085"
"426","4.625914573669434","4.625914573669434","4.625914573669434","5.327961444854736","5.327961444854736","5.327961444854736","4.807923793792725","4.807923793792725","4.807923793792725","5.2093305587768555","5.2093305587768555","5.2093305587768555","5.363680839538574","5.363680839538574","5.363680839538574","5.4208526611328125","5.4208526611328125","5.4208526611328125","5.318044185638428","5.318044185638428","5.318044185638428","5.369640350341797","5.369640350341797","5.369640350341797","5.447673797607422","5.447673797607422","5.447673797607422","5.3891096115112305","5.3891096115112305","5.3891096115112305"
"427","4.005964279174805","4.005964279174805","4.005964279174805","4.641561031341553","4.641561031341553","4.641561031341553","4.168626308441162","4.168626308441162","4.168626308441162","4.533993244171143","4.533993244171143","4.533993244171143","4.6704912185668945","4.6704912185668945","4.6704912185668945","4.72250509262085","4.72250509262085","4.72250509262085","4.632552146911621","4.632552146911621","4.632552146911621","4.6794610023498535","4.6794610023498535","4.6794610023498535","4.74693489074707","4.74693489074707","4.74693489074707","4.697189807891846","4.697189807891846","4.697189807891846"
"428","4.299005031585693","4.299005031585693","4.299005031585693","4.957296848297119","4.957296848297119","4.957296848297119","4.46802282333374","4.46802282333374","4.46802282333374","4.847387313842773","4.847387313842773","4.847387313842773","4.9845991134643555","4.9845991134643555","4.9845991134643555","5.037998676300049","5.037998676300049","5.037998676300049","4.948108673095703","4.948108673095703","4.948108673095703","4.995884418487549","4.995884418487549","4.995884418487549","5.063118934631348","5.063118934631348","5.063118934631348","5.013916969299316","5.013916969299316","5.013916969299316"
"429","4.143229007720947","4.143229007720947","4.143229007720947","4.780832290649414","4.780832290649414","4.780832290649414","4.3085832595825195","4.3085832595825195","4.3085832595825195","4.673538684844971","4.673538684844971","4.673538684844971","4.811888217926025","4.811888217926025","4.811888217926025","4.8638997077941895","4.8638997077941895","4.8638997077941895","4.771865367889404","4.771865367889404","4.771865367889404","4.818534851074219","4.818534851074219","4.818534851074219","4.888382911682129","4.888382911682129","4.888382911682129","4.836154937744141","4.836154937744141","4.836154937744141"
"430","4.565906524658203","4.565906524658203","4.565906524658203","5.25477409362793","5.25477409362793","5.25477409362793","4.746283054351807","4.746283054351807","4.746283054351807","5.138301372528076","5.138301372528076","5.138301372528076","5.2921648025512695","5.2921648025512695","5.2921648025512695","5.3484673500061035","5.3484673500061035","5.3484673500061035","5.245044708251953","5.245044708251953","5.245044708251953","5.29568338394165","5.29568338394165","5.29568338394165","5.374945640563965","5.374945640563965","5.374945640563965","5.314794540405273","5.314794540405273","5.314794540405273"
"431","4.307194232940674","4.307194232940674","4.307194232940674","4.955997943878174","4.955997943878174","4.955997943878174","4.477025508880615","4.477025508880615","4.477025508880615","4.845949172973633","4.845949172973633","4.845949172973633","4.993375778198242","4.993375778198242","4.993375778198242","5.046694278717041","5.046694278717041","5.046694278717041","4.946802616119385","4.946802616119385","4.946802616119385","4.994710922241211","4.994710922241211","4.994710922241211","5.071734428405762","5.071734428405762","5.071734428405762","5.012810707092285","5.012810707092285","5.012810707092285"
"432","4.3272318840026855","4.3272318840026855","4.3272318840026855","4.999966621398926","4.999966621398926","4.999966621398926","4.502834320068359","4.502834320068359","4.502834320068359","4.885591983795166","4.885591983795166","4.885591983795166","5.038830757141113","5.038830757141113","5.038830757141113","5.0943498611450195","5.0943498611450195","5.0943498611450195","4.990401744842529","4.990401744842529","4.990401744842529","5.040239334106445","5.040239334106445","5.040239334106445","5.1205973625183105","5.1205973625183105","5.1205973625183105","5.059083938598633","5.059083938598633","5.059083938598633"
"433","3.802536725997925","3.802536725997925","3.802536725997925","4.3636794090271","4.3636794090271","4.3636794090271","3.947788715362549","3.947788715362549","3.947788715362549","4.269678115844727","4.269678115844727","4.269678115844727","4.38969087600708","4.38969087600708","4.38969087600708","4.435451030731201","4.435451030731201","4.435451030731201","4.355815887451172","4.355815887451172","4.355815887451172","4.396765232086182","4.396765232086182","4.396765232086182","4.4569244384765625","4.4569244384765625","4.4569244384765625","4.412240028381348","4.412240028381348","4.412240028381348"
"434","3.987117052078247","3.987117052078247","3.987117052078247","4.6161041259765625","4.6161041259765625","4.6161041259765625","4.15108585357666","4.15108585357666","4.15108585357666","4.508423328399658","4.508423328399658","4.508423328399658","4.65356969833374","4.65356969833374","4.65356969833374","4.705427646636963","4.705427646636963","4.705427646636963","4.6070942878723145","4.6070942878723145","4.6070942878723145","4.654025077819824","4.654025077819824","4.654025077819824","4.729818820953369","4.729818820953369","4.729818820953369","4.671760559082031","4.671760559082031","4.671760559082031"
"435","4.20379114151001","4.20379114151001","4.20379114151001","4.883613586425781","4.883613586425781","4.883613586425781","4.380887985229492","4.380887985229492","4.380887985229492","4.7666916847229","4.7666916847229","4.7666916847229","4.926624298095703","4.926624298095703","4.926624298095703","4.98336935043335","4.98336935043335","4.98336935043335","4.873833656311035","4.873833656311035","4.873833656311035","4.924709796905518","4.924709796905518","4.924709796905518","5.010148048400879","5.010148048400879","5.010148048400879","4.9439239501953125","4.9439239501953125","4.9439239501953125"
"436","4.236858367919922","4.236858367919922","4.236858367919922","4.902019500732422","4.902019500732422","4.902019500732422","4.407702922821045","4.407702922821045","4.407702922821045","4.789150238037109","4.789150238037109","4.789150238037109","4.933534622192383","4.933534622192383","4.933534622192383","4.988137722015381","4.988137722015381","4.988137722015381","4.892560005187988","4.892560005187988","4.892560005187988","4.941740036010742","4.941740036010742","4.941740036010742","5.0138630867004395","5.0138630867004395","5.0138630867004395","4.960309028625488","4.960309028625488","4.960309028625488"
"437","4.962157249450684","4.962157249450684","4.962157249450684","5.743120193481445","5.743120193481445","5.743120193481445","5.165849208831787","5.165849208831787","5.165849208831787","5.610685348510742","5.610685348510742","5.610685348510742","5.785947322845459","5.785947322845459","5.785947322845459","5.849690914154053","5.849690914154053","5.849690914154053","5.7320475578308105","5.7320475578308105","5.7320475578308105","5.789620876312256","5.789620876312256","5.789620876312256","5.87959623336792","5.87959623336792","5.87959623336792","5.811352729797363","5.811352729797363","5.811352729797363"
"438","4.595487594604492","4.595487594604492","4.595487594604492","5.2866315841674805","5.2866315841674805","5.2866315841674805","4.775648593902588","4.775648593902588","4.775648593902588","5.16908597946167","5.16908597946167","5.16908597946167","5.324460029602051","5.324460029602051","5.324460029602051","5.380975723266602","5.380975723266602","5.380975723266602","5.276792526245117","5.276792526245117","5.276792526245117","5.327958106994629","5.327958106994629","5.327958106994629","5.407469749450684","5.407469749450684","5.407469749450684","5.347278118133545","5.347278118133545","5.347278118133545"
"439","4.6994309425354","4.6994309425354","4.6994309425354","5.394581317901611","5.394581317901611","5.394581317901611","4.882157802581787","4.882157802581787","4.882157802581787","5.277206897735596","5.277206897735596","5.277206897735596","5.433565139770508","5.433565139770508","5.433565139770508","5.4901227951049805","5.4901227951049805","5.4901227951049805","5.384769916534424","5.384769916534424","5.384769916534424","5.435848236083984","5.435848236083984","5.435848236083984","5.516666889190674","5.516666889190674","5.516666889190674","5.455134868621826","5.455134868621826","5.455134868621826"
