"Step","peachy-lake-322 - loss","peachy-lake-322 - loss__MIN","peachy-lake-322 - loss__MAX","fast-field-321 - loss","fast-field-321 - loss__MIN","fast-field-321 - loss__MAX","proud-plant-319 - loss","proud-plant-319 - loss__MIN","proud-plant-319 - loss__MAX","fresh-totem-319 - loss","fresh-totem-319 - loss__MIN","fresh-totem-319 - loss__MAX","lunar-grass-318 - loss","lunar-grass-318 - loss__MIN","lunar-grass-318 - loss__MAX","graceful-night-317 - loss","graceful-night-317 - loss__MIN","graceful-night-317 - loss__MAX","different-leaf-278 - loss","different-leaf-278 - loss__MIN","different-leaf-278 - loss__MAX","revived-durian-275 - loss","revived-durian-275 - loss__MIN","revived-durian-275 - loss__MAX","copper-sun-265 - loss","copper-sun-265 - loss__MIN","copper-sun-265 - loss__MAX","breezy-elevator-264 - loss","breezy-elevator-264 - loss__MIN","breezy-elevator-264 - loss__MAX"
"153","6.696242332458496","6.696242332458496","6.696242332458496","5.495720863342285","5.495720863342285","5.495720863342285","5.79152774810791","5.79152774810791","5.79152774810791","6.9422221183776855","6.9422221183776855","6.9422221183776855","7.096684455871582","7.096684455871582","7.096684455871582","5.97441291809082","5.97441291809082","5.97441291809082","7.125488758087158","7.125488758087158","7.125488758087158","7.2657790184021","7.2657790184021","7.2657790184021","7.342536926269531","7.342536926269531","7.342536926269531","7.548374652862549","7.548374652862549","7.548374652862549"
"154","6.957842826843262","6.957842826843262","6.957842826843262","5.697966575622559","5.697966575622559","5.697966575622559","6.047220230102539","6.047220230102539","6.047220230102539","7.276018142700195","7.276018142700195","7.276018142700195","7.392468452453613","7.392468452453613","7.392468452453613","6.2396769523620605","6.2396769523620605","6.2396769523620605","7.4428510665893555","7.4428510665893555","7.4428510665893555","7.636136531829834","7.636136531829834","7.636136531829834","7.627969264984131","7.627969264984131","7.627969264984131","7.8629913330078125","7.8629913330078125","7.8629913330078125"
"155","6.86531925201416","6.86531925201416","6.86531925201416","5.636824131011963","5.636824131011963","5.636824131011963","5.941679954528809","5.941679954528809","5.941679954528809","7.090034484863281","7.090034484863281","7.090034484863281","7.192459583282471","7.192459583282471","7.192459583282471","6.127636432647705","6.127636432647705","6.127636432647705","7.225383758544922","7.225383758544922","7.225383758544922","7.405962944030762","7.405962944030762","7.405962944030762","7.5023627281188965","7.5023627281188965","7.5023627281188965","7.749384880065918","7.749384880065918","7.749384880065918"
"156","6.898656368255615","6.898656368255615","6.898656368255615","5.850934982299805","5.850934982299805","5.850934982299805","6.2006964683532715","6.2006964683532715","6.2006964683532715","7.236015319824219","7.236015319824219","7.236015319824219","7.457586765289307","7.457586765289307","7.457586765289307","6.392396450042725","6.392396450042725","6.392396450042725","7.554323673248291","7.554323673248291","7.554323673248291","7.745842933654785","7.745842933654785","7.745842933654785","7.816982269287109","7.816982269287109","7.816982269287109","8.005215644836426","8.005215644836426","8.005215644836426"
"157","7.00114107131958","7.00114107131958","7.00114107131958","5.865353107452393","5.865353107452393","5.865353107452393","6.213826656341553","6.213826656341553","6.213826656341553","7.240437984466553","7.240437984466553","7.240437984466553","7.3302788734436035","7.3302788734436035","7.3302788734436035","6.411385536193848","6.411385536193848","6.411385536193848","7.434967517852783","7.434967517852783","7.434967517852783","7.707730293273926","7.707730293273926","7.707730293273926","7.845540523529053","7.845540523529053","7.845540523529053","8.119532585144043","8.119532585144043","8.119532585144043"
"158","6.885307312011719","6.885307312011719","6.885307312011719","5.730769634246826","5.730769634246826","5.730769634246826","6.064990520477295","6.064990520477295","6.064990520477295","7.125943660736084","7.125943660736084","7.125943660736084","7.28360652923584","7.28360652923584","7.28360652923584","6.259185314178467","6.259185314178467","6.259185314178467","7.355461120605469","7.355461120605469","7.355461120605469","7.583909034729004","7.583909034729004","7.583909034729004","7.630167007446289","7.630167007446289","7.630167007446289","7.833399772644043","7.833399772644043","7.833399772644043"
"159","6.831230640411377","6.831230640411377","6.831230640411377","5.687775611877441","5.687775611877441","5.687775611877441","5.983656883239746","5.983656883239746","5.983656883239746","7.044301986694336","7.044301986694336","7.044301986694336","7.196619510650635","7.196619510650635","7.196619510650635","6.172544002532959","6.172544002532959","6.172544002532959","7.2365922927856445","7.2365922927856445","7.2365922927856445","7.412466526031494","7.412466526031494","7.412466526031494","7.538240909576416","7.538240909576416","7.538240909576416","7.78194522857666","7.78194522857666","7.78194522857666"
"160","7.068081855773926","7.068081855773926","7.068081855773926","5.642348289489746","5.642348289489746","5.642348289489746","5.929069995880127","5.929069995880127","5.929069995880127","7.312901020050049","7.312901020050049","7.312901020050049","7.475528240203857","7.475528240203857","7.475528240203857","6.114668369293213","6.114668369293213","6.114668369293213","7.483643054962158","7.483643054962158","7.483643054962158","7.67137336730957","7.67137336730957","7.67137336730957","7.585387229919434","7.585387229919434","7.585387229919434","7.727889060974121","7.727889060974121","7.727889060974121"
"161","7.0259270668029785","7.0259270668029785","7.0259270668029785","5.802728176116943","5.802728176116943","5.802728176116943","6.12969446182251","6.12969446182251","6.12969446182251","7.32554817199707","7.32554817199707","7.32554817199707","7.464223861694336","7.464223861694336","7.464223861694336","6.3288373947143555","6.3288373947143555","6.3288373947143555","7.504545211791992","7.504545211791992","7.504545211791992","7.92140531539917","7.92140531539917","7.92140531539917","7.911246299743652","7.911246299743652","7.911246299743652","8.041245460510254","8.041245460510254","8.041245460510254"
"162","6.819652557373047","6.819652557373047","6.819652557373047","5.69489049911499","5.69489049911499","5.69489049911499","6.0005364418029785","6.0005364418029785","6.0005364418029785","6.980374813079834","6.980374813079834","6.980374813079834","7.1504411697387695","7.1504411697387695","7.1504411697387695","6.187593936920166","6.187593936920166","6.187593936920166","7.250421047210693","7.250421047210693","7.250421047210693","7.626719951629639","7.626719951629639","7.626719951629639","7.668553829193115","7.668553829193115","7.668553829193115","7.73172664642334","7.73172664642334","7.73172664642334"
"163","7.010879039764404","7.010879039764404","7.010879039764404","5.817367076873779","5.817367076873779","5.817367076873779","6.138499736785889","6.138499736785889","6.138499736785889","7.294974327087402","7.294974327087402","7.294974327087402","7.431067943572998","7.431067943572998","7.431067943572998","6.335752487182617","6.335752487182617","6.335752487182617","7.4944047927856445","7.4944047927856445","7.4944047927856445","7.625245571136475","7.625245571136475","7.625245571136475","7.765615940093994","7.765615940093994","7.765615940093994","7.9923553466796875","7.9923553466796875","7.9923553466796875"
"164","6.961822509765625","6.961822509765625","6.961822509765625","5.740072250366211","5.740072250366211","5.740072250366211","6.08922815322876","6.08922815322876","6.08922815322876","7.184437274932861","7.184437274932861","7.184437274932861","7.374434471130371","7.374434471130371","7.374434471130371","6.284643173217773","6.284643173217773","6.284643173217773","7.410815238952637","7.410815238952637","7.410815238952637","7.687553882598877","7.687553882598877","7.687553882598877","7.796945095062256","7.796945095062256","7.796945095062256","7.955299377441406","7.955299377441406","7.955299377441406"
"165","6.6411662101745605","6.6411662101745605","6.6411662101745605","5.506841659545898","5.506841659545898","5.506841659545898","5.833535194396973","5.833535194396973","5.833535194396973","7.0385003089904785","7.0385003089904785","7.0385003089904785","7.257803916931152","7.257803916931152","7.257803916931152","6.0252485275268555","6.0252485275268555","6.0252485275268555","7.340719699859619","7.340719699859619","7.340719699859619","7.43234395980835","7.43234395980835","7.43234395980835","7.411866664886475","7.411866664886475","7.411866664886475","7.54983377456665","7.54983377456665","7.54983377456665"
"166","6.739645004272461","6.739645004272461","6.739645004272461","5.622241497039795","5.622241497039795","5.622241497039795","5.940703392028809","5.940703392028809","5.940703392028809","7.069579601287842","7.069579601287842","7.069579601287842","7.2498016357421875","7.2498016357421875","7.2498016357421875","6.126284122467041","6.126284122467041","6.126284122467041","7.288896560668945","7.288896560668945","7.288896560668945","7.470912456512451","7.470912456512451","7.470912456512451","7.5591139793396","7.5591139793396","7.5591139793396","7.774689674377441","7.774689674377441","7.774689674377441"
"167","6.798516273498535","6.798516273498535","6.798516273498535","5.599940776824951","5.599940776824951","5.599940776824951","5.934063911437988","5.934063911437988","5.934063911437988","7.081427097320557","7.081427097320557","7.081427097320557","7.345320224761963","7.345320224761963","7.345320224761963","6.117062091827393","6.117062091827393","6.117062091827393","7.449643135070801","7.449643135070801","7.449643135070801","7.602711200714111","7.602711200714111","7.602711200714111","7.602468490600586","7.602468490600586","7.602468490600586","7.653890609741211","7.653890609741211","7.653890609741211"
"168","6.539056301116943","6.539056301116943","6.539056301116943","5.337930202484131","5.337930202484131","5.337930202484131","5.641923904418945","5.641923904418945","5.641923904418945","6.827911853790283","6.827911853790283","6.827911853790283","7.062090873718262","7.062090873718262","7.062090873718262","5.821682453155518","5.821682453155518","5.821682453155518","7.122690677642822","7.122690677642822","7.122690677642822","7.18695068359375","7.18695068359375","7.18695068359375","7.226699352264404","7.226699352264404","7.226699352264404","7.4487528800964355","7.4487528800964355","7.4487528800964355"
"169","6.623693466186523","6.623693466186523","6.623693466186523","5.315678119659424","5.315678119659424","5.315678119659424","5.645589351654053","5.645589351654053","5.645589351654053","6.853800296783447","6.853800296783447","6.853800296783447","7.014128684997559","7.014128684997559","7.014128684997559","5.826340198516846","5.826340198516846","5.826340198516846","7.088905334472656","7.088905334472656","7.088905334472656","7.266611099243164","7.266611099243164","7.266611099243164","7.320773601531982","7.320773601531982","7.320773601531982","7.422661781311035","7.422661781311035","7.422661781311035"
"170","6.756882190704346","6.756882190704346","6.756882190704346","5.469603061676025","5.469603061676025","5.469603061676025","5.751417636871338","5.751417636871338","5.751417636871338","6.914799690246582","6.914799690246582","6.914799690246582","7.027140140533447","7.027140140533447","7.027140140533447","5.930279731750488","5.930279731750488","5.930279731750488","7.066643714904785","7.066643714904785","7.066643714904785","7.232532978057861","7.232532978057861","7.232532978057861","7.386845588684082","7.386845588684082","7.386845588684082","7.4111714363098145","7.4111714363098145","7.4111714363098145"
"171","6.729952335357666","6.729952335357666","6.729952335357666","5.429225921630859","5.429225921630859","5.429225921630859","5.7260212898254395","5.7260212898254395","5.7260212898254395","6.938292026519775","6.938292026519775","6.938292026519775","7.060017108917236","7.060017108917236","7.060017108917236","5.906040668487549","5.906040668487549","5.906040668487549","7.127011299133301","7.127011299133301","7.127011299133301","7.313361167907715","7.313361167907715","7.313361167907715","7.3374762535095215","7.3374762535095215","7.3374762535095215","7.54376745223999","7.54376745223999","7.54376745223999"
"172","7.0373077392578125","7.0373077392578125","7.0373077392578125","5.680433750152588","5.680433750152588","5.680433750152588","5.972720623016357","5.972720623016357","5.972720623016357","7.323550701141357","7.323550701141357","7.323550701141357","7.5054612159729","7.5054612159729","7.5054612159729","6.155786991119385","6.155786991119385","6.155786991119385","7.584120273590088","7.584120273590088","7.584120273590088","7.705042839050293","7.705042839050293","7.705042839050293","7.618927478790283","7.618927478790283","7.618927478790283","7.84370231628418","7.84370231628418","7.84370231628418"
"173","6.6566033363342285","6.6566033363342285","6.6566033363342285","5.392551898956299","5.392551898956299","5.392551898956299","5.70769739151001","5.70769739151001","5.70769739151001","6.960736274719238","6.960736274719238","6.960736274719238","7.083863735198975","7.083863735198975","7.083863735198975","5.88969612121582","5.88969612121582","5.88969612121582","7.10600471496582","7.10600471496582","7.10600471496582","7.232919692993164","7.232919692993164","7.232919692993164","7.2489333152771","7.2489333152771","7.2489333152771","7.3917107582092285","7.3917107582092285","7.3917107582092285"
"174","6.777933597564697","6.777933597564697","6.777933597564697","5.672287464141846","5.672287464141846","5.672287464141846","6.0158514976501465","6.0158514976501465","6.0158514976501465","7.004025936126709","7.004025936126709","7.004025936126709","7.19942045211792","7.19942045211792","7.19942045211792","6.196429252624512","6.196429252624512","6.196429252624512","7.288633346557617","7.288633346557617","7.288633346557617","7.48375129699707","7.48375129699707","7.48375129699707","7.6198954582214355","7.6198954582214355","7.6198954582214355","7.91379976272583","7.91379976272583","7.91379976272583"
"175","6.748036861419678","6.748036861419678","6.748036861419678","5.662774085998535","5.662774085998535","5.662774085998535","5.974052429199219","5.974052429199219","5.974052429199219","6.962668418884277","6.962668418884277","6.962668418884277","7.106812953948975","7.106812953948975","7.106812953948975","6.160995006561279","6.160995006561279","6.160995006561279","7.182608604431152","7.182608604431152","7.182608604431152","7.431131362915039","7.431131362915039","7.431131362915039","7.515476703643799","7.515476703643799","7.515476703643799","7.783332824707031","7.783332824707031","7.783332824707031"
"176","6.872552394866943","6.872552394866943","6.872552394866943","5.576890468597412","5.576890468597412","5.576890468597412","5.90559720993042","5.90559720993042","5.90559720993042","7.0449538230896","7.0449538230896","7.0449538230896","7.23838996887207","7.23838996887207","7.23838996887207","6.0986104011535645","6.0986104011535645","6.0986104011535645","7.309665203094482","7.309665203094482","7.309665203094482","7.48421573638916","7.48421573638916","7.48421573638916","7.5652666091918945","7.5652666091918945","7.5652666091918945","7.755640983581543","7.755640983581543","7.755640983581543"
"177","6.837865352630615","6.837865352630615","6.837865352630615","5.579579830169678","5.579579830169678","5.579579830169678","5.848658084869385","5.848658084869385","5.848658084869385","7.212431907653809","7.212431907653809","7.212431907653809","7.346211910247803","7.346211910247803","7.346211910247803","6.022842884063721","6.022842884063721","6.022842884063721","7.376086235046387","7.376086235046387","7.376086235046387","7.347146034240723","7.347146034240723","7.347146034240723","7.294209003448486","7.294209003448486","7.294209003448486","7.457084655761719","7.457084655761719","7.457084655761719"
"178","6.931395530700684","6.931395530700684","6.931395530700684","5.6253662109375","5.6253662109375","5.6253662109375","5.897838115692139","5.897838115692139","5.897838115692139","7.218231678009033","7.218231678009033","7.218231678009033","7.320871829986572","7.320871829986572","7.320871829986572","6.0732526779174805","6.0732526779174805","6.0732526779174805","7.353145122528076","7.353145122528076","7.353145122528076","7.546019077301025","7.546019077301025","7.546019077301025","7.457539081573486","7.457539081573486","7.457539081573486","7.71364164352417","7.71364164352417","7.71364164352417"
"179","6.965057849884033","6.965057849884033","6.965057849884033","5.541411399841309","5.541411399841309","5.541411399841309","5.810679912567139","5.810679912567139","5.810679912567139","7.1840901374816895","7.1840901374816895","7.1840901374816895","7.332661151885986","7.332661151885986","7.332661151885986","5.981592178344727","5.981592178344727","5.981592178344727","7.420251369476318","7.420251369476318","7.420251369476318","7.506493091583252","7.506493091583252","7.506493091583252","7.487441062927246","7.487441062927246","7.487441062927246","7.594459533691406","7.594459533691406","7.594459533691406"
"180","6.954099178314209","6.954099178314209","6.954099178314209","5.686871528625488","5.686871528625488","5.686871528625488","6.0063018798828125","6.0063018798828125","6.0063018798828125","7.172343730926514","7.172343730926514","7.172343730926514","7.278219223022461","7.278219223022461","7.278219223022461","6.1980133056640625","6.1980133056640625","6.1980133056640625","7.295648097991943","7.295648097991943","7.295648097991943","7.382213115692139","7.382213115692139","7.382213115692139","7.511368274688721","7.511368274688721","7.511368274688721","7.75233268737793","7.75233268737793","7.75233268737793"
"181","7.018361568450928","7.018361568450928","7.018361568450928","5.750157833099365","5.750157833099365","5.750157833099365","6.102543354034424","6.102543354034424","6.102543354034424","7.264904975891113","7.264904975891113","7.264904975891113","7.403974533081055","7.403974533081055","7.403974533081055","6.295026779174805","6.295026779174805","6.295026779174805","7.495403289794922","7.495403289794922","7.495403289794922","7.737344264984131","7.737344264984131","7.737344264984131","7.78998327255249","7.78998327255249","7.78998327255249","7.937814712524414","7.937814712524414","7.937814712524414"
"182","7.070048809051514","7.070048809051514","7.070048809051514","5.711917877197266","5.711917877197266","5.711917877197266","5.970344066619873","5.970344066619873","5.970344066619873","7.339957237243652","7.339957237243652","7.339957237243652","7.5500168800354","7.5500168800354","7.5500168800354","6.145452976226807","6.145452976226807","6.145452976226807","7.603461265563965","7.603461265563965","7.603461265563965","7.725852012634277","7.725852012634277","7.725852012634277","7.526015281677246","7.526015281677246","7.526015281677246","7.649928569793701","7.649928569793701","7.649928569793701"
"183","6.620909690856934","6.620909690856934","6.620909690856934","5.323709964752197","5.323709964752197","5.323709964752197","5.649848461151123","5.649848461151123","5.649848461151123","6.897923469543457","6.897923469543457","6.897923469543457","7.014214992523193","7.014214992523193","7.014214992523193","5.831377029418945","5.831377029418945","5.831377029418945","7.066690921783447","7.066690921783447","7.066690921783447","7.123358249664307","7.123358249664307","7.123358249664307","7.2229413986206055","7.2229413986206055","7.2229413986206055","7.400033473968506","7.400033473968506","7.400033473968506"
"184","6.936703681945801","6.936703681945801","6.936703681945801","5.739421844482422","5.739421844482422","5.739421844482422","6.080809593200684","6.080809593200684","6.080809593200684","7.230807304382324","7.230807304382324","7.230807304382324","7.339766502380371","7.339766502380371","7.339766502380371","6.277172088623047","6.277172088623047","6.277172088623047","7.349874019622803","7.349874019622803","7.349874019622803","7.472301006317139","7.472301006317139","7.472301006317139","7.588407516479492","7.588407516479492","7.588407516479492","7.834801197052002","7.834801197052002","7.834801197052002"
"185","6.694917678833008","6.694917678833008","6.694917678833008","5.479018211364746","5.479018211364746","5.479018211364746","5.815559387207031","5.815559387207031","5.815559387207031","7.023017883300781","7.023017883300781","7.023017883300781","7.132289409637451","7.132289409637451","7.132289409637451","6.002644062042236","6.002644062042236","6.002644062042236","7.1455230712890625","7.1455230712890625","7.1455230712890625","7.3602118492126465","7.3602118492126465","7.3602118492126465","7.495652675628662","7.495652675628662","7.495652675628662","7.700347423553467","7.700347423553467","7.700347423553467"
"186","6.948555946350098","6.948555946350098","6.948555946350098","5.644468307495117","5.644468307495117","5.644468307495117","5.912452220916748","5.912452220916748","5.912452220916748","7.159236907958984","7.159236907958984","7.159236907958984","7.3376946449279785","7.3376946449279785","7.3376946449279785","6.082434177398682","6.082434177398682","6.082434177398682","7.384110927581787","7.384110927581787","7.384110927581787","7.5159101486206055","7.5159101486206055","7.5159101486206055","7.557761192321777","7.557761192321777","7.557761192321777","7.718215465545654","7.718215465545654","7.718215465545654"
"187","6.811504364013672","6.811504364013672","6.811504364013672","5.533856391906738","5.533856391906738","5.533856391906738","5.810218811035156","5.810218811035156","5.810218811035156","7.045283794403076","7.045283794403076","7.045283794403076","7.200005054473877","7.200005054473877","7.200005054473877","5.989353179931641","5.989353179931641","5.989353179931641","7.249735355377197","7.249735355377197","7.249735355377197","7.483339309692383","7.483339309692383","7.483339309692383","7.512417316436768","7.512417316436768","7.512417316436768","7.662765026092529","7.662765026092529","7.662765026092529"
"188","6.864853858947754","6.864853858947754","6.864853858947754","5.615007400512695","5.615007400512695","5.615007400512695","5.928514003753662","5.928514003753662","5.928514003753662","7.208802223205566","7.208802223205566","7.208802223205566","7.421932697296143","7.421932697296143","7.421932697296143","6.120316028594971","6.120316028594971","6.120316028594971","7.482232093811035","7.482232093811035","7.482232093811035","7.5748467445373535","7.5748467445373535","7.5748467445373535","7.581352233886719","7.581352233886719","7.581352233886719","7.698723316192627","7.698723316192627","7.698723316192627"
"189","7.037614345550537","7.037614345550537","7.037614345550537","5.850415229797363","5.850415229797363","5.850415229797363","6.168229579925537","6.168229579925537","6.168229579925537","7.359614372253418","7.359614372253418","7.359614372253418","7.555194854736328","7.555194854736328","7.555194854736328","6.359708309173584","6.359708309173584","6.359708309173584","7.630864143371582","7.630864143371582","7.630864143371582","7.7806925773620605","7.7806925773620605","7.7806925773620605","7.835033893585205","7.835033893585205","7.835033893585205","7.9756622314453125","7.9756622314453125","7.9756622314453125"
"190","7.120306491851807","7.120306491851807","7.120306491851807","5.878030300140381","5.878030300140381","5.878030300140381","6.146910190582275","6.146910190582275","6.146910190582275","7.335842609405518","7.335842609405518","7.335842609405518","7.488831996917725","7.488831996917725","7.488831996917725","6.326721668243408","6.326721668243408","6.326721668243408","7.580348968505859","7.580348968505859","7.580348968505859","7.615895748138428","7.615895748138428","7.615895748138428","7.64854097366333","7.64854097366333","7.64854097366333","7.831804275512695","7.831804275512695","7.831804275512695"
"191","6.605165004730225","6.605165004730225","6.605165004730225","5.487441062927246","5.487441062927246","5.487441062927246","5.823349952697754","5.823349952697754","5.823349952697754","6.918928146362305","6.918928146362305","6.918928146362305","7.105301380157471","7.105301380157471","7.105301380157471","6.0070905685424805","6.0070905685424805","6.0070905685424805","7.185909271240234","7.185909271240234","7.185909271240234","7.312768459320068","7.312768459320068","7.312768459320068","7.351224422454834","7.351224422454834","7.351224422454834","7.599786758422852","7.599786758422852","7.599786758422852"
"192","7.366570949554443","7.366570949554443","7.366570949554443","6.117425441741943","6.117425441741943","6.117425441741943","6.419151306152344","6.419151306152344","6.419151306152344","7.571345329284668","7.571345329284668","7.571345329284668","7.740519046783447","7.740519046783447","7.740519046783447","6.614218235015869","6.614218235015869","6.614218235015869","7.826519012451172","7.826519012451172","7.826519012451172","8.007253646850586","8.007253646850586","8.007253646850586","8.011871337890625","8.011871337890625","8.011871337890625","8.243956565856934","8.243956565856934","8.243956565856934"
"193","7.235751152038574","7.235751152038574","7.235751152038574","5.831691741943359","5.831691741943359","5.831691741943359","6.149856090545654","6.149856090545654","6.149856090545654","7.488522529602051","7.488522529602051","7.488522529602051","7.65012264251709","7.65012264251709","7.65012264251709","6.345006465911865","6.345006465911865","6.345006465911865","7.676409721374512","7.676409721374512","7.676409721374512","7.708047866821289","7.708047866821289","7.708047866821289","7.756560802459717","7.756560802459717","7.756560802459717","7.914172172546387","7.914172172546387","7.914172172546387"
"194","7.0152482986450195","7.0152482986450195","7.0152482986450195","5.835453510284424","5.835453510284424","5.835453510284424","6.1752777099609375","6.1752777099609375","6.1752777099609375","7.328119277954102","7.328119277954102","7.328119277954102","7.512961387634277","7.512961387634277","7.512961387634277","6.372068881988525","6.372068881988525","6.372068881988525","7.567776679992676","7.567776679992676","7.567776679992676","7.753549575805664","7.753549575805664","7.753549575805664","7.764412879943848","7.764412879943848","7.764412879943848","7.938762664794922","7.938762664794922","7.938762664794922"
"195","7.406286239624023","7.406286239624023","7.406286239624023","5.859315872192383","5.859315872192383","5.859315872192383","6.0800018310546875","6.0800018310546875","6.0800018310546875","7.530790328979492","7.530790328979492","7.530790328979492","7.631759166717529","7.631759166717529","7.631759166717529","6.243219375610352","6.243219375610352","6.243219375610352","7.6686248779296875","7.6686248779296875","7.6686248779296875","7.649608135223389","7.649608135223389","7.649608135223389","7.756781578063965","7.756781578063965","7.756781578063965","7.879185199737549","7.879185199737549","7.879185199737549"
"196","7.153529644012451","7.153529644012451","7.153529644012451","5.730360507965088","5.730360507965088","5.730360507965088","6.02329158782959","6.02329158782959","6.02329158782959","7.365715503692627","7.365715503692627","7.365715503692627","7.5171589851379395","7.5171589851379395","7.5171589851379395","6.208071708679199","6.208071708679199","6.208071708679199","7.5468573570251465","7.5468573570251465","7.5468573570251465","7.675027847290039","7.675027847290039","7.675027847290039","7.669859409332275","7.669859409332275","7.669859409332275","7.855970859527588","7.855970859527588","7.855970859527588"
"197","6.886168956756592","6.886168956756592","6.886168956756592","5.715063571929932","5.715063571929932","5.715063571929932","6.049466133117676","6.049466133117676","6.049466133117676","7.091779708862305","7.091779708862305","7.091779708862305","7.35827112197876","7.35827112197876","7.35827112197876","6.242894649505615","6.242894649505615","6.242894649505615","7.395085334777832","7.395085334777832","7.395085334777832","7.629948139190674","7.629948139190674","7.629948139190674","7.737642288208008","7.737642288208008","7.737642288208008","7.884152412414551","7.884152412414551","7.884152412414551"
"198","7.287393569946289","7.287393569946289","7.287393569946289","5.9729084968566895","5.9729084968566895","5.9729084968566895","6.254984378814697","6.254984378814697","6.254984378814697","7.399167537689209","7.399167537689209","7.399167537689209","7.558229446411133","7.558229446411133","7.558229446411133","6.446895599365234","6.446895599365234","6.446895599365234","7.63748025894165","7.63748025894165","7.63748025894165","7.796292304992676","7.796292304992676","7.796292304992676","7.839174270629883","7.839174270629883","7.839174270629883","8.097051620483398","8.097051620483398","8.097051620483398"
"199","7.215185165405273","7.215185165405273","7.215185165405273","5.861247539520264","5.861247539520264","5.861247539520264","6.214118480682373","6.214118480682373","6.214118480682373","7.425889015197754","7.425889015197754","7.425889015197754","7.532253265380859","7.532253265380859","7.532253265380859","6.400785446166992","6.400785446166992","6.400785446166992","7.558014392852783","7.558014392852783","7.558014392852783","7.779384613037109","7.779384613037109","7.779384613037109","7.946000099182129","7.946000099182129","7.946000099182129","8.103912353515625","8.103912353515625","8.103912353515625"
"200","6.71495246887207","6.71495246887207","6.71495246887207","5.447170734405518","5.447170734405518","5.447170734405518","5.762692928314209","5.762692928314209","5.762692928314209","6.972588539123535","6.972588539123535","6.972588539123535","7.112439155578613","7.112439155578613","7.112439155578613","5.948111057281494","5.948111057281494","5.948111057281494","7.200870990753174","7.200870990753174","7.200870990753174","7.30056095123291","7.30056095123291","7.30056095123291","7.2787885665893555","7.2787885665893555","7.2787885665893555","7.460752487182617","7.460752487182617","7.460752487182617"
"201","7.500385761260986","7.500385761260986","7.500385761260986","6.3055524826049805","6.3055524826049805","6.3055524826049805","6.6592206954956055","6.6592206954956055","6.6592206954956055","7.748893737792969","7.748893737792969","7.748893737792969","7.934844017028809","7.934844017028809","7.934844017028809","6.870843410491943","6.870843410491943","6.870843410491943","7.979586124420166","7.979586124420166","7.979586124420166","8.16989517211914","8.16989517211914","8.16989517211914","8.190143585205078","8.190143585205078","8.190143585205078","8.430198669433594","8.430198669433594","8.430198669433594"
"202","7.171409606933594","7.171409606933594","7.171409606933594","5.930560111999512","5.930560111999512","5.930560111999512","6.2637457847595215","6.2637457847595215","6.2637457847595215","7.550773620605469","7.550773620605469","7.550773620605469","7.649695873260498","7.649695873260498","7.649695873260498","6.463393688201904","6.463393688201904","6.463393688201904","7.709195613861084","7.709195613861084","7.709195613861084","7.869960308074951","7.869960308074951","7.869960308074951","7.941796779632568","7.941796779632568","7.941796779632568","8.170699119567871","8.170699119567871","8.170699119567871"
"203","7.413868427276611","7.413868427276611","7.413868427276611","5.992377758026123","5.992377758026123","5.992377758026123","6.303773880004883","6.303773880004883","6.303773880004883","7.752164363861084","7.752164363861084","7.752164363861084","7.935239315032959","7.935239315032959","7.935239315032959","6.492912769317627","6.492912769317627","6.492912769317627","7.982008934020996","7.982008934020996","7.982008934020996","7.942343711853027","7.942343711853027","7.942343711853027","7.901744365692139","7.901744365692139","7.901744365692139","8.055501937866211","8.055501937866211","8.055501937866211"
"204","7.200499057769775","7.200499057769775","7.200499057769775","6.112609386444092","6.112609386444092","6.112609386444092","6.46539306640625","6.46539306640625","6.46539306640625","7.377863883972168","7.377863883972168","7.377863883972168","7.543739318847656","7.543739318847656","7.543739318847656","6.671938896179199","6.671938896179199","6.671938896179199","7.610620498657227","7.610620498657227","7.610620498657227","8.030030250549316","8.030030250549316","8.030030250549316","8.124432563781738","8.124432563781738","8.124432563781738","8.256689071655273","8.256689071655273","8.256689071655273"
"205","6.702861309051514","6.702861309051514","6.702861309051514","5.629125118255615","5.629125118255615","5.629125118255615","5.975551128387451","5.975551128387451","5.975551128387451","7.002728462219238","7.002728462219238","7.002728462219238","7.235262870788574","7.235262870788574","7.235262870788574","6.166560649871826","6.166560649871826","6.166560649871826","7.310025215148926","7.310025215148926","7.310025215148926","7.444296836853027","7.444296836853027","7.444296836853027","7.492083549499512","7.492083549499512","7.492083549499512","7.695626258850098","7.695626258850098","7.695626258850098"
"206","6.475241184234619","6.475241184234619","6.475241184234619","5.26804256439209","5.26804256439209","5.26804256439209","5.587186336517334","5.587186336517334","5.587186336517334","6.783935546875","6.783935546875","6.783935546875","7.001034736633301","7.001034736633301","7.001034736633301","5.769053936004639","5.769053936004639","5.769053936004639","7.089061260223389","7.089061260223389","7.089061260223389","7.144191265106201","7.144191265106201","7.144191265106201","7.245845317840576","7.245845317840576","7.245845317840576","7.44597053527832","7.44597053527832","7.44597053527832"
